current_severity,monthly_rainfall_mm,vehicles_per_hour,road_age_years,drainage_condition,construction_quality,temperature_range,crack_intensity,severity_30d,severity_60d,severity_90d,weekly_growth_rate,will_worsen,road_type,rainfall_season
4.0,467.59231910176277,557,9,0,0,11.363229548703346,0.0,5.0,5.0,5.0,0.06270703255773187,1,arterial,monsoon
1.0,45.01104043242081,504,2,0,0,17.092279782725065,0.0,1.0520006174082104,1.1067052990272557,1.1642546578656112,0.011898763992888715,0,arterial,dry
4.0,48.51093177825646,614,7,2,0,15.003261859433925,1.0,4.370710378111595,4.775777302333101,5.0,0.02089593727161971,1,local,post_monsoon
2.0,38.05744429558994,338,10,1,0,8.322147770096725,3.0,2.160957313162693,2.3348682546556625,2.522775315084784,0.018225052435221527,0,collector,dry
1.0,6.326660590623597,755,5,2,2,6.264223112605835,4.0,1.1399368248544899,1.2994559646593358,1.4812977063919914,0.03103209063185326,0,collector,dry
3.0,402.4690988856536,479,13,1,2,7.881501124000403,1.0,3.7300740911862325,4.637817575246265,5.0,0.05213737313871332,1,collector,monsoon
3.0,57.90091654596807,173,1,2,1,11.753901249058927,2.0,3.1648849292866856,3.3388322052086634,3.522339909227309,0.01256261706664005,0,local,dry
4.0,38.710907912547555,340,5,2,1,5.7697311241478895,2.0,4.354610700582376,4.740658588406634,5.0,0.02001724351248473,1,collector,dry
4.0,259.7552220226984,573,1,1,0,12.45376523581234,3.0,4.368848928903525,4.771710240895369,5.0,0.020794469450108904,1,collector,monsoon
4.0,376.66311337012337,442,8,1,2,11.354008451048296,1.0,4.880016852873137,5.0,5.0,0.04749263264251784,1,arterial,monsoon
2.0,155.52898293470176,421,6,0,0,3.0,1.0,2.2866090683464284,2.6142905157220606,2.9889302002710627,0.03174201409476993,0,collector,pre_monsoon
2.0,72.09709298423974,540,6,1,0,4.969124068663525,1.0,2.2365999957454794,2.501189770484339,2.797080515011955,0.026432218601890985,0,collector,post_monsoon
4.0,281.9846290703712,571,9,0,1,3.0,2.0,4.702539126680947,5.0,5.0,0.03847704109747877,1,collector,monsoon
4.0,123.64759080464049,253,5,1,0,10.280484694778453,2.0,4.507519708366504,5.0,5.0,0.028264360206454765,1,collector,post_monsoon
5.0,67.29454857417352,744,18,1,0,17.37006822673,1.0,5.0,5.0,5.0,0.03984207322056655,0,collector,dry
3.0,452.6413835609459,473,10,2,0,3.0,2.0,3.558518267702078,4.221017420523133,5.0,0.04064160998910196,1,collector,monsoon
2.0,97.17943687746622,583,7,2,2,5.388565901033179,3.0,2.320375247684499,2.6920706450334504,3.123307044876831,0.035277049841876684,1,collector,post_monsoon
4.0,451.4250200713054,519,4,0,1,11.181310663634093,1.0,4.931599414386437,5.0,5.0,0.050065734470210704,1,arterial,monsoon
2.0,372.9438253873988,417,3,1,1,6.681234855732862,1.0,2.3320313451776746,2.7191850974455973,3.170612440291571,0.03648818802185803,1,collector,monsoon
5.0,152.2688038205298,682,8,2,0,6.656636164666041,1.0,5.0,5.0,5.0,0.04470492516686441,0,local,pre_monsoon
4.0,40.6224412933429,516,4,2,1,14.707970530865797,3.0,4.414045721403731,4.870949907660646,5.0,0.023248841777353684,1,local,dry
3.0,152.05926658770255,514,10,2,1,9.525522777135397,5.0,3.7169193012336947,4.60516303062786,5.0,0.05127040400215139,1,highway,pre_monsoon
4.0,87.55046711207817,50,6,0,1,4.566375563010093,1.0,4.271539765679631,4.561512992445599,4.8711710347239165,0.015443368928747045,0,arterial,pre_monsoon
4.0,102.55814402825965,663,6,0,2,3.0,4.0,4.604343284666737,5.0,5.0,0.03337622237493794,1,arterial,post_monsoon
1.0,55.081165232236465,465,7,0,0,23.042038850318654,3.0,1.0528246877055683,1.1084398230423271,1.1669928105349532,0.01208366179465185,0,collector,dry
5.0,58.04659204786483,650,6,2,0,17.641545272813353,1.0,5.0,5.0,5.0,0.02152523921212816,0,arterial,post_monsoon
3.0,47.020701054196905,828,8,1,1,9.741833269689916,2.0,3.2840932646098135,3.5950895235518474,3.935536429988642,0.021336030311023296,0,arterial,post_monsoon
4.0,35.37528446185229,664,15,1,2,12.439290058319687,5.0,4.423264486292616,4.89131717892437,5.0,0.023747090912085215,1,collector,dry
2.0,28.32262652322477,510,9,2,1,9.557344689515059,0.0,2.2842624551991304,2.60892748211618,2.979737547867596,0.03149485966584242,0,arterial,dry
4.0,88.40804524054215,442,8,0,1,14.552283653956255,2.0,4.419342428781304,4.882646875706659,5.0,0.02353521178127984,1,arterial,post_monsoon
2.0,62.046558530931755,1005,10,1,0,7.728928161410597,2.0,2.206707552008944,2.4347791100466534,2.686422724806783,0.023214729481848103,0,highway,post_monsoon
1.0,70.91094644701622,596,6,1,2,9.284133917615883,2.0,1.1440305930347354,1.3088059977994084,1.497314101829876,0.031894859401973015,0,arterial,pre_monsoon
5.0,27.206679341698734,541,3,0,1,14.277004200972483,2.0,5.0,5.0,5.0,0.018974549564862175,0,arterial,dry
1.0,304.09610018668525,463,1,0,0,19.269295522232035,3.0,1.1705126467959965,1.3700998563093694,1.6037192091834946,0.037419544781032495,0,arterial,monsoon
2.0,265.8407384007308,320,1,0,1,15.707075473310525,2.0,2.2325945788873796,2.4922392768386574,2.7820799493800945,0.026003013560124525,0,local,monsoon
5.0,51.83833748590709,109,9,1,1,18.16956938795464,3.0,5.0,5.0,5.0,0.017843946398525833,0,local,dry
5.0,334.524240217278,804,8,0,0,10.437913312444104,2.0,5.0,5.0,5.0,0.04187814777953874,0,arterial,monsoon
3.0,20.048494258001814,344,6,0,0,8.884947963115284,0.0,3.2057015208572546,3.4255074136088384,3.660384775171219,0.015594702023331923,0,arterial,dry
3.0,43.43391104054131,461,16,2,0,3.0,2.0,3.353256536886601,3.7481098007242397,4.189457896749098,0.026314872862566993,1,local,dry
3.0,128.69353435974665,478,6,1,2,12.36099178670642,2.0,3.404181626858534,3.862817516213738,4.383244138867376,0.029930713383541765,1,arterial,pre_monsoon
2.0,189.99106686334403,786,1,1,0,13.895235156782201,1.0,2.342638474662324,2.74397751148411,3.2140736460054278,0.03758630541362013,1,highway,pre_monsoon
2.0,34.890654231577344,346,10,0,0,10.49997302136397,4.0,2.178682911596043,2.373329614640306,2.5853663375008282,0.02016778998732677,0,collector,dry
3.0,115.76274536794405,551,11,0,0,8.116493369501327,1.0,3.360437848566077,3.7641808446918006,4.216431926449919,0.02682730714346767,1,arterial,pre_monsoon
4.0,19.24256794113097,602,9,2,1,18.21701719921566,3.0,4.692138874079665,5.0,5.0,0.037940684448394976,1,local,dry
4.0,59.47244727165855,223,11,1,0,15.15902138598327,4.0,4.343264079395123,4.715985715840991,5.0,0.019396466312503975,1,collector,dry
4.0,37.254482725094654,204,1,0,2,18.564127252595057,4.0,4.267011840927911,4.551847512654752,4.855696808649022,0.015192108679330045,0,arterial,dry
1.0,77.71525819874347,356,7,1,0,7.232104524918978,0.0,1.0929772314500261,1.1945992284681641,1.3056697574234712,0.020961252718525333,0,collector,post_monsoon
3.0,120.53909745049413,548,3,0,0,8.458829367259884,1.0,3.2936881254648678,3.616127155942759,3.9701316912332367,0.02203150737387214,0,local,pre_monsoon
1.0,136.9574137192419,523,9,2,1,18.015886216257982,3.0,1.2049894781963193,1.451999642563838,1.7496442916342414,0.044470294333611826,0,arterial,pre_monsoon
3.0,419.77588683139027,476,13,0,0,11.763264601221046,1.0,3.742860633481537,4.669668573888605,5.0,0.052977829143404695,1,collector,monsoon
3.0,69.82420432634852,630,5,0,0,9.154479441607226,1.0,3.2875757245208255,3.602718048152877,3.94806946580015,0.021588633960628816,0,arterial,post_monsoon
4.0,19.44793385860161,328,9,2,2,9.502424881185801,3.0,4.562756304404343,5.0,5.0,0.03119080683611221,1,local,dry
2.0,323.3906389079334,465,3,0,1,11.94459736932848,2.0,2.1428543611948494,2.295912406645893,2.4599029567512574,0.01622830523317067,0,collector,monsoon
1.0,312.50470428058605,477,6,2,2,17.01475907917705,2.0,1.2287597323069848,1.5098504797391326,1.8552434713078292,0.04924190309651416,0,arterial,monsoon
1.0,307.0882205863892,334,4,1,0,11.197435739542058,3.0,1.1300801377022465,1.2770811176291281,1.443204005267264,0.02894498887201259,0,collector,monsoon
4.0,34.44678954088134,960,14,0,1,15.95266415088889,0.0,4.4218831043648,4.88826254716672,5.0,0.023672481722043056,1,local,dry
3.0,329.0081392373722,67,2,0,1,14.336888884230241,0.0,3.355006962484272,3.75202390610598,4.196022109464332,0.026439854841832554,1,local,monsoon
1.0,47.91032120128545,748,7,1,1,7.608304799095131,1.0,1.0899038859793324,1.1878904806728496,1.2946864510031957,0.02029066598098813,0,collector,dry
1.0,381.88283151663984,660,12,1,1,7.604353160064384,2.0,1.3892700844319081,1.930071367497441,2.6813904116827785,0.07973428777150765,1,local,monsoon
4.0,343.291147739284,661,1,0,2,9.748667040342609,1.0,4.636375935054567,5.0,5.0,0.03504925884763601,1,collector,monsoon
1.0,26.558729531799266,519,8,2,0,5.315811726688659,0.0,1.069125493763567,1.143029321415191,1.222041787644251,0.015718493776789536,0,arterial,dry
4.0,125.76171187496936,766,7,1,0,9.429305721003036,1.0,4.544341258425148,5.0,5.0,0.03021820668196457,1,local,post_monsoon
4.0,23.997102375065424,410,4,2,2,19.567167083656923,0.0,4.482924426518251,5.0,5.0,0.026952443964166798,1,collector,dry
1.0,71.15737394361045,578,11,0,0,11.843048320863149,2.0,1.1322581384520634,1.282008492090932,1.4515645487346156,0.02940736682136288,0,collector,post_monsoon
1.0,58.41652700488424,514,13,0,1,8.167736669562732,3.0,1.1362725039034072,1.2911152031269184,1.4670587046847798,0.03025781155679097,0,highway,pre_monsoon
5.0,38.57260972771577,453,9,2,1,21.57872325910239,0.0,5.0,5.0,5.0,0.026466696212406576,0,collector,dry
2.0,54.05809405872528,524,5,1,1,7.34691340136898,2.0,2.1949941315859425,2.4089996188483624,2.6438700131824637,0.02194483370888114,0,arterial,dry
2.0,112.64113904600117,310,1,1,1,7.19058516597306,1.0,2.1561294464425473,2.3244470949083227,2.5059044140148345,0.017693798798837704,0,local,post_monsoon
4.0,31.281160750366965,367,7,1,1,18.147428409033495,2.0,4.219171547063752,4.450352135888083,4.694199776538348,0.012524820816993174,0,arterial,dry
5.0,46.353300940532066,816,6,0,2,15.306590298001598,1.0,5.0,5.0,5.0,0.019084631573964575,0,collector,dry
5.0,27.819626881692592,1076,6,0,0,11.349705737368069,1.0,5.0,5.0,5.0,0.027639771261212986,0,arterial,dry
4.0,338.96407218379704,603,5,1,2,16.159544499945806,0.0,5.0,5.0,5.0,0.059201366484839694,1,arterial,monsoon
2.0,355.03298133704004,666,4,1,1,13.503000006145836,1.0,2.44689789342513,2.9936546504241694,3.662583628882622,0.048182002871428695,1,local,monsoon
1.0,36.854468405566706,550,7,2,1,6.069037921305871,1.0,1.0870911482910435,1.1817671646927395,1.2846886240784807,0.01967567066426126,0,collector,dry
4.0,66.58654814943854,591,2,0,0,3.0,0.0,4.377558946139796,4.790755581732141,5.0,0.02126896860029674,1,collector,dry
3.0,19.348167625642642,608,11,0,0,9.163274241463549,0.0,3.206097916937246,3.4263546176631143,3.661742800792675,0.015624003053864579,0,local,dry
3.0,59.43261373176188,707,3,1,1,17.424624179491396,2.0,3.230513353133115,3.478738841590454,3.7460374266069287,0.017423426901079123,0,collector,dry
5.0,148.15713201179818,807,7,1,0,9.857649558266925,2.0,5.0,5.0,5.0,0.023964929792930315,0,collector,pre_monsoon
1.0,451.6069730173032,323,5,0,0,14.300485991746221,4.0,1.154656220134853,1.3332309866961058,1.539423451665186,0.03412323604280366,0,local,monsoon
3.0,87.0502907248341,1065,9,0,0,12.922427242225336,0.0,3.558249405232808,4.220379609946544,5.0,0.040623263560528866,1,local,dry
1.0,104.3413330357231,527,9,0,1,3.532498526928004,3.0,1.1147044689959118,1.2425660531994576,1.3850939325240472,0.025661230877193325,0,collector,pre_monsoon
3.0,97.58691738998802,527,9,0,1,9.968021531468418,3.0,3.429620095003221,3.920764665349968,4.482244428020944,0.0317214126254933,1,collector,pre_monsoon
1.0,81.82004485905773,417,2,1,2,13.79439665223289,1.0,1.0643996663289033,1.1329466496810807,1.205908035888991,0.0146691047962299,0,collector,post_monsoon
1.0,122.7702136028579,418,6,1,2,8.064268722478166,4.0,1.1153652286300237,1.244039593236905,1.3875585053354822,0.025803060133814233,0,collector,post_monsoon
1.0,110.82296466693708,623,13,2,1,10.18730921486024,0.0,1.208986224852123,1.4616476918821881,1.7671119250724656,0.045277612611506944,0,collector,post_monsoon
3.0,14.528857781206533,627,5,0,0,13.958735460485556,1.0,3.2583058886773744,3.538852421396552,3.843554561265525,0.0194590987571294,0,local,dry
4.0,49.23158876936829,613,11,1,0,12.363149995714899,4.0,4.487682327776432,5.0,5.0,0.027206660916885155,1,arterial,dry
3.0,7.97617163858483,409,6,2,0,17.234548704623574,2.0,3.273923863179624,3.572859153965664,3.8990896146493164,0.02059720545634229,0,highway,dry
5.0,57.283500783469236,50,5,2,0,13.918354565817395,2.0,5.0,5.0,5.0,0.011703501039718366,0,local,dry
2.0,341.0997412984435,140,7,0,2,7.220750007989915,1.0,2.170667772639584,2.3558992895880473,2.556937331746633,0.019290832018606943,0,arterial,monsoon
2.0,354.1186769607662,502,3,0,2,9.61226643035232,4.0,2.462009580508629,3.0307455872581377,3.730862335956893,0.04968890466101631,1,arterial,monsoon
4.0,86.16380238743295,567,10,2,0,12.101481421131385,1.0,4.606932896896143,5.0,5.0,0.03351180644895252,1,local,post_monsoon
2.0,66.88658152499755,416,3,1,2,18.69207538257021,1.0,2.13186161700457,2.2724169770286693,2.422239265578488,0.01500949156219639,0,local,post_monsoon
5.0,115.31418299708413,361,9,1,2,9.63237184858847,2.0,5.0,5.0,5.0,0.04353822048216316,0,highway,pre_monsoon
1.0,296.8386321277581,559,11,2,2,3.33715598800986,1.0,1.2717715067544333,1.6174027653924414,2.0569667519719324,0.057699066740047995,1,arterial,monsoon
5.0,34.727683521944535,478,8,0,0,14.20283451745594,1.0,5.0,5.0,5.0,0.015369123019459516,0,arterial,dry
1.0,49.928943471010115,404,4,0,0,8.222008758280005,4.0,1.0642630903142396,1.1326559254052153,1.2054438954344895,0.014638724479958709,0,highway,dry
4.0,173.55775911349497,176,7,0,1,5.573493402125157,1.0,4.3536053010060956,4.738469779237094,5.0,0.01996228789374034,1,arterial,monsoon
3.0,44.32734766399369,331,4,2,0,12.094015064129193,2.0,3.2219194606014794,3.4602550035341757,3.7162209781768,0.016791247648962275,0,local,dry
5.0,132.37924084328898,686,6,1,1,16.864338209041517,2.0,5.0,5.0,5.0,0.025649352271328,0,arterial,pre_monsoon
1.0,48.326273868608105,307,4,0,0,9.130597301694905,1.0,1.0896324504382495,1.1872988770480644,1.2937193848004642,0.020231370625735042,0,local,dry
3.0,264.3040496806402,632,3,1,2,14.482869435913148,4.0,3.311832616239877,3.656078425996756,4.036106592915669,0.02334246383003167,1,arterial,monsoon
5.0,368.5794518088945,777,9,0,0,15.409568315212164,0.0,5.0,5.0,5.0,0.04735021871000426,0,local,monsoon
3.0,40.42126925557893,341,10,0,1,15.958982468333144,0.0,3.200224181310625,3.41381160354842,3.641654148038152,0.015189540274407227,0,collector,dry
3.0,81.4405690789899,411,11,0,2,8.338638451906991,2.0,3.4304914672493716,3.9227572356235827,4.485661741632478,0.03178257081831443,1,highway,post_monsoon
3.0,32.82241929514119,697,7,1,2,6.394589710333073,2.0,3.270388212764942,3.565146354063957,3.886470871037558,0.020339922055278823,0,arterial,dry
3.0,135.778325418744,746,12,1,1,7.076234475207024,2.0,3.424621889441732,3.9093450285478193,4.462676186048358,0.03137037789259733,1,arterial,pre_monsoon
3.0,394.5717537714989,371,4,1,1,15.95487336061235,2.0,3.6849125208185,4.5261934286949845,5.0,0.049151122816559714,1,arterial,monsoon
3.0,327.4057509022189,175,12,0,1,15.33696577335406,1.0,3.6397703129982126,4.415975977127702,5.0,0.04613797865692566,1,local,monsoon
5.0,50.013843551116,750,10,2,1,7.214246996498327,4.0,5.0,5.0,5.0,0.02404084328249688,0,collector,post_monsoon
1.0,27.720911433881653,616,7,1,0,22.66322013171818,2.0,1.0557819300866274,1.114675483897444,1.1768542338094887,0.01274627023407239,0,collector,dry
2.0,342.22041603973076,580,7,0,0,6.618180167064173,3.0,2.4027687209521895,2.88664876319311,3.4679746782878644,0.04374031974070353,1,arterial,monsoon
5.0,284.64477615229595,683,11,0,2,16.99732042350363,3.0,5.0,5.0,5.0,0.052454451528599386,0,collector,monsoon
4.0,84.12601591344348,262,9,2,1,19.598327196026055,1.0,4.5941542282026715,5.0,5.0,0.03284218672021391,1,collector,post_monsoon
3.0,63.8314783484473,578,8,0,0,12.548788029966822,2.0,3.363392063370539,3.7708020573146435,4.227561904037791,0.027037866281401556,1,collector,dry
3.0,312.9696797015375,442,5,2,1,8.151380782095845,2.0,3.6352571155201607,4.405031431979986,5.0,0.04583515998982234,1,local,monsoon
2.0,414.4488071619445,620,3,0,1,8.260609862758267,1.0,2.5281487847872137,3.195768139010533,4.039688668550588,0.05620190828829693,1,arterial,monsoon
2.0,38.6166826280888,659,7,2,0,10.68954899818563,2.0,2.218826192054673,2.46159483527392,2.730925547366141,0.024523129076196724,0,collector,dry
3.0,130.80049395714676,695,2,0,1,17.404353890340168,2.0,3.2530289215287786,3.527399054767563,3.824910380977386,0.01907361247910942,0,local,pre_monsoon
2.0,40.09177996212704,619,9,2,1,6.000620936500762,1.0,2.21854480312268,2.4609705217313254,2.729886680812571,0.02449281087758788,0,highway,dry
3.0,375.5169135630099,550,1,2,1,3.0,2.0,3.7294033950283056,4.636149894282883,5.0,0.052093227527986494,1,local,monsoon
1.0,92.69699612671553,556,8,1,1,13.810274952846518,2.0,1.149068784533772,1.3203590715899198,1.5171833935399688,0.03295342405308476,0,arterial,post_monsoon
5.0,360.5814228604945,573,5,1,0,14.908063756295402,2.0,5.0,5.0,5.0,0.035092078912547155,0,collector,monsoon
5.0,317.73877275546573,375,5,0,0,21.83984723399634,0.0,5.0,5.0,5.0,0.03608006460242393,0,arterial,monsoon
3.0,334.03190606055483,425,5,1,0,5.088405123666346,1.0,3.630021246098992,4.392351415710027,5.0,0.045483491371093955,1,arterial,monsoon
3.0,30.2958577061775,580,1,1,1,11.325966940188808,2.0,3.229486097729904,3.4765268184769065,3.7424650095521144,0.01734792839517837,0,collector,dry
2.0,46.45020070035377,630,5,0,0,17.80918716060239,2.0,2.1670698614397343,2.3480958921802144,2.5442439198570934,0.0188963673511905,0,local,dry
4.0,96.84328874442136,369,3,1,2,12.604310838013658,0.0,4.49163380493111,5.0,5.0,0.02741763322014688,1,arterial,pre_monsoon
3.0,25.19620925151503,284,3,2,1,11.02280405469238,1.0,3.0786411686759925,3.1593438151555597,3.2421619784465934,0.006056004688523245,0,arterial,dry
2.0,26.482714860488684,164,19,0,1,15.949527484647707,3.0,2.138546532891374,2.2866906366708584,2.4450971664238166,0.01575124990832357,0,collector,dry
5.0,443.1243986853161,247,1,0,1,9.00305517896701,1.0,5.0,5.0,5.0,0.016781510433925388,0,arterial,monsoon
4.0,40.351067661161956,392,8,0,0,16.257054209770743,2.0,4.243315473979691,4.501431552928873,4.775248540900879,0.013873823078893335,0,collector,dry
5.0,36.705672389025935,410,3,2,0,5.732184039048622,2.0,5.0,5.0,5.0,0.018342973824833228,0,arterial,dry
4.0,133.78425176907027,443,3,2,0,4.402841483585516,1.0,4.359146515989391,4.750539586965611,5.0,0.020265052469561565,1,arterial,pre_monsoon
3.0,50.97577713793198,258,1,1,1,10.632059905438348,2.0,3.144263340717086,3.2954639852591248,3.4539355331678996,0.011019316821623229,0,collector,dry
3.0,94.98602538265648,137,11,1,1,3.0,2.0,3.316578458520114,3.6665642238398846,4.053482640522628,0.023684446638300074,1,local,post_monsoon
5.0,107.47682656384914,525,11,2,2,12.423498183564517,3.0,5.0,5.0,5.0,0.046184596063366744,0,local,post_monsoon
4.0,335.6460090489838,525,4,0,1,3.3371932864764435,2.0,4.916549807452048,5.0,5.0,0.049317152617945045,1,local,monsoon
1.0,40.50181180302228,624,10,1,2,13.412102602831885,1.0,1.1737750918196432,1.3777479661762118,1.6171662455028097,0.03809350584131723,0,arterial,dry
1.0,337.708458760245,663,2,0,2,12.927297190584728,2.0,1.1302081316860628,1.2773704209293006,1.4436944369095446,0.028972180198957757,0,local,monsoon
2.0,122.93950512610795,578,5,2,2,11.660188069175913,1.0,2.295483547997568,2.6346223595637523,3.0238661407825638,0.03267495417982944,1,collector,post_monsoon
4.0,325.5761391609787,522,9,0,1,14.18204333769046,1.0,5.0,5.0,5.0,0.061313470130075834,1,local,monsoon
5.0,34.69810344570574,675,2,1,0,13.020987343070436,0.0,5.0,5.0,5.0,0.01838834655786311,0,collector,dry
2.0,289.39616299423506,784,4,0,0,10.534996983343643,2.0,2.225177859678884,2.475708253602549,2.754445596470334,0.025206705388704922,0,arterial,monsoon
3.0,61.88314470794238,364,7,2,2,21.15503490238566,3.0,3.38588237579433,3.821399820904885,4.3129367681551525,0.028636212896462555,1,arterial,post_monsoon
2.0,376.62293034536265,654,7,2,0,13.966553467762214,2.0,2.519840823779743,3.1747988885934864,3.9999939233842112,0.05539101566178152,1,collector,monsoon
5.0,284.10323994812916,375,2,0,0,15.859540436554388,0.0,5.0,5.0,5.0,0.02016709242964359,0,arterial,monsoon
4.0,111.69122717318503,543,15,1,0,17.365398719862963,1.0,4.656565409878771,5.0,5.0,0.03609918918627826,1,highway,pre_monsoon
4.0,356.8076099403102,713,3,0,1,15.340746895210449,2.0,4.686213114185248,5.0,5.0,0.03763467638656967,1,arterial,monsoon
3.0,43.05490634089267,445,10,0,2,22.314164594624025,2.0,3.3040264731360898,3.6388636450613703,4.007633938471752,0.022779139279929014,1,collector,dry
3.0,369.82988803915714,309,9,0,1,12.830034424105982,3.0,3.4922589721323822,4.0652909094797085,4.732349550986242,0.03608776126185734,1,arterial,monsoon
2.0,41.3084483862913,408,3,2,0,11.965193270819695,2.0,2.1316071996662185,2.2718746268344283,2.4213721556496353,0.014981226206711083,0,arterial,dry
1.0,107.66479813340051,309,8,0,1,8.752139560966924,1.0,1.0984514565160057,1.2065956023221345,1.3253866967965557,0.022152125620919068,0,local,pre_monsoon
4.0,50.329934427196235,285,3,0,1,10.718630317200091,1.0,4.252740320969299,4.521450059399515,4.807138244214339,0.01439882421121599,0,collector,dry
4.0,274.01884344409905,741,7,2,0,8.343877154744188,2.0,5.0,5.0,5.0,0.06100065327961615,1,local,monsoon
5.0,54.053487914561586,606,10,2,2,15.386059565007697,4.0,5.0,5.0,5.0,0.03746458347020582,0,arterial,dry
5.0,281.7892871437766,356,4,0,1,7.438418763406808,0.0,5.0,5.0,5.0,0.024575736945367067,0,highway,monsoon
3.0,364.46101708018693,303,8,0,0,12.36896084949064,1.0,3.5573152943644466,4.218164034506403,5.0,0.04055951416601837,1,collector,monsoon
4.0,32.67793413912361,316,4,1,0,14.797734671511876,2.0,4.267972811723406,4.5538979804025495,4.858978191930052,0.015245451241308917,0,highway,dry
5.0,52.29131810807906,356,7,0,0,12.751619432976105,2.0,5.0,5.0,5.0,0.013051638850304385,0,arterial,dry
4.0,43.75598045918959,730,7,0,2,7.520425622150365,5.0,4.318323556947104,4.661979585621071,5.0,0.018027579969671866,1,local,dry
2.0,66.54126356222558,477,5,0,1,15.494724570029923,2.0,2.1720229391473023,2.358841824091043,2.561729275872906,0.019439278632520724,0,collector,post_monsoon
3.0,318.5522533727016,926,1,0,0,11.573301457320264,2.0,3.357951045809272,3.7586117420171945,4.207078076632548,0.026649952361562628,1,collector,monsoon
1.0,107.02796438166115,492,10,0,0,3.0,1.0,1.0784642270647937,1.1630850890584632,1.2543456615820223,0.017781783741664905,0,arterial,pre_monsoon
5.0,57.068652622068754,384,14,1,1,7.083241547083067,0.0,5.0,5.0,5.0,0.022991101561961443,0,collector,dry
3.0,403.965075599233,685,7,0,0,19.005661182013665,1.0,3.550905372832518,4.202976322270281,4.9747904015458,0.0401217156778886,1,arterial,monsoon
2.0,68.49532377755303,165,4,2,1,19.42160920757342,1.0,2.1840074099056124,2.384944183261311,2.604367884226996,0.020748991308609174,0,collector,post_monsoon
3.0,91.51055669960972,537,7,2,0,14.63055605032599,3.0,3.345667390761342,3.7311634298679355,4.161077272303466,0.025772421678581812,1,collector,post_monsoon
3.0,331.28440141950637,257,11,0,2,15.920344884791653,0.0,3.8175508898486887,4.857898265528173,5.0,0.057843695471839915,1,local,monsoon
2.0,41.95130404392607,63,12,0,1,8.108530093710677,8.0,2.097030471845966,2.1987683999252576,2.305442167587631,0.01111551387979083,0,highway,dry
1.0,30.392286634660294,476,10,0,0,10.699277906304705,3.0,1.0537956221941736,1.1104852133556056,1.1702244563455,0.012301369395962077,0,arterial,dry
3.0,46.298119341876514,666,8,0,0,18.17683300229819,2.0,3.2942043770236227,3.6172608258671977,3.9719988151359353,0.022068883464949514,0,collector,dry
3.0,44.85914171077405,542,9,0,1,14.12957621281037,1.0,3.308434849301017,3.648580384023147,4.023696830992756,0.02309739173851023,1,collector,dry
4.0,57.07145641165671,518,7,0,1,12.324741919435258,2.0,4.305584196322098,4.634513817904651,4.988572363001663,0.017326026972213106,0,local,dry
3.0,46.72079197907388,50,3,0,1,11.065957285534905,3.0,3.1080802684824222,3.220054318443256,3.336062430198366,0.00829255396342902,0,highway,dry
4.0,124.2140092720457,469,5,0,2,17.872360006173537,2.0,4.396082621729494,4.831385604268015,5.0,0.022275688855299694,1,highway,pre_monsoon
3.0,60.8067714307847,470,5,1,0,17.61016076775073,3.0,3.323329106317445,3.681505449632234,4.078284738609699,0.02417024884315844,1,highway,post_monsoon
3.0,282.50992289393105,624,8,0,0,15.248358753843808,0.0,3.286960943125064,3.60137074720987,3.945854995930657,0.02154405510418669,0,local,monsoon
4.0,71.9102232179742,288,1,0,1,12.331375330412806,1.0,4.196374417350949,4.402389562649378,4.618518733978671,0.011245625345794964,0,highway,post_monsoon
3.0,363.92907356328413,665,9,0,1,10.21621757116606,1.0,3.8247321089885524,4.876191901842674,5.0,0.05830767487295932,1,collector,monsoon
1.0,43.465886816244314,398,1,0,1,15.465068598423565,2.0,1.0348552552555461,1.0709253993300214,1.1082527774833169,0.008026405884431341,0,highway,dry
1.0,321.40311287951045,440,8,1,0,6.490450775127598,2.0,1.1093045166087618,1.230556510568599,1.3650618951160645,0.024499731596975393,0,local,monsoon
4.0,41.00781513240999,605,11,0,2,7.527150762067289,4.0,4.513091719049278,5.0,5.0,0.028560809336739237,1,arterial,dry
3.0,415.37138216623174,262,10,0,0,4.744543196075303,3.0,3.6175015217129842,4.362105753198586,5.0,0.04464102120135445,1,arterial,monsoon
4.0,26.775023078764672,664,3,2,0,18.176148889965628,2.0,4.31967615639245,4.664900524026362,5.0,0.01810197402202367,1,arterial,dry
2.0,71.80461724401604,229,9,1,0,8.396666879353276,2.0,2.181657143413732,2.379813945704082,2.595969047320465,0.020492579527402216,0,local,post_monsoon
1.0,57.1230649035267,631,9,1,0,14.020038933758126,1.0,1.1272429628377567,1.2706766972672443,1.4323613650364238,0.028341646003335434,0,collector,dry
1.0,60.35199528237219,452,13,0,2,11.372212396452364,0.0,1.1569119570236575,1.3384452763043089,1.548463343978288,0.034594278269951276,0,arterial,dry
2.0,116.1964441537841,469,8,1,0,26.487694950609672,3.0,2.140971230588387,2.291878905103576,2.4534233999095845,0.016019855083244446,0,local,post_monsoon
3.0,25.87625550298863,50,11,2,1,14.209527270179182,2.0,3.217301588142755,3.450343169688631,3.700264853158913,0.016451016098602396,0,arterial,dry
2.0,356.22279443265177,381,5,0,0,3.0,0.0,2.2990664713216464,2.6428533197776836,3.038047728060989,0.03305082972337967,1,local,monsoon
